"""siteid""","""sitename""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
6,板橋,14,溫度,AMB_TEMP,℃,2024-01-13,18.9
6,板橋,31,甲烷,CH4,ppm,2024-01-13,2.09
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,6.4
6,板橋,38,相對濕度,RH,%,2024-01-13,64
6,板橋,143,小時風速值,WS_HR,m/sec,2024-01-13,1.2
7,新莊,1,二氧化硫,SO2,ppb,2024-01-13,0.7
7,新莊,2,一氧化碳,CO,ppm,2024-01-13,0.31
7,新莊,3,臭氧,O3,ppb,2024-01-13,27.5
7,新莊,4,懸浮微粒,PM10,μg/m3,2024-01-13,19
7,新莊,5,氮氧化物,NOx,ppb,2024-01-13,18.3
7,新莊,6,一氧化氮,NO,ppb,2024-01-13,4.1
7,新莊,7,二氧化氮,NO2,ppb,2024-01-13,14.1
7,新莊,10,風速,WIND_SPEED,m/sec,2024-01-13,3
7,新莊,14,溫度,AMB_TEMP,℃,2024-01-13,18.3
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,7.5
7,新莊,38,相對濕度,RH,%,2024-01-13,69
7,新莊,143,小時風速值,WS_HR,m/sec,2024-01-13,2.7
8,菜寮,1,二氧化硫,SO2,ppb,2024-01-13,0.8
8,菜寮,2,一氧化碳,CO,ppm,2024-01-13,0.39
8,菜寮,3,臭氧,O3,ppb,2024-01-13,28
8,菜寮,4,懸浮微粒,PM10,μg/m3,2024-01-13,13
8,菜寮,5,氮氧化物,NOx,ppb,2024-01-13,18.6
8,菜寮,6,一氧化氮,NO,ppb,2024-01-13,3.3
8,菜寮,7,二氧化氮,NO2,ppb,2024-01-13,15.2
8,菜寮,10,風速,WIND_SPEED,m/sec,2024-01-13,2.3
8,菜寮,14,溫度,AMB_TEMP,℃,2024-01-13,19
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,6.9
8,菜寮,38,相對濕度,RH,%,2024-01-13,65
8,菜寮,143,小時風速值,WS_HR,m/sec,2024-01-13,2
9,林口,1,二氧化硫,SO2,ppb,2024-01-13,1.5
9,林口,2,一氧化碳,CO,ppm,2024-01-13,0.21
9,林口,3,臭氧,O3,ppb,2024-01-13,38
9,林口,4,懸浮微粒,PM10,μg/m3,2024-01-13,11
9,林口,5,氮氧化物,NOx,ppb,2024-01-13,10.1
9,林口,6,一氧化氮,NO,ppb,2024-01-13,1.6
9,林口,7,二氧化氮,NO2,ppb,2024-01-13,8.4
9,林口,10,風速,WIND_SPEED,m/sec,2024-01-13,3.5
9,林口,14,溫度,AMB_TEMP,℃,2024-01-13,17.9
9,林口,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,4.5
9,林口,38,相對濕度,RH,%,2024-01-13,69
9,林口,143,小時風速值,WS_HR,m/sec,2024-01-13,3
10,淡水,1,二氧化硫,SO2,ppb,2024-01-13,2.3
10,淡水,2,一氧化碳,CO,ppm,2024-01-13,0.25
10,淡水,3,臭氧,O3,ppb,2024-01-13,35
10,淡水,4,懸浮微粒,PM10,μg/m3,2024-01-13,26
10,淡水,5,氮氧化物,NOx,ppb,2024-01-13,11.5
10,淡水,6,一氧化氮,NO,ppb,2024-01-13,2.2
10,淡水,7,二氧化氮,NO2,ppb,2024-01-13,9.2
10,淡水,10,風速,WIND_SPEED,m/sec,2024-01-13,2.7
10,淡水,14,溫度,AMB_TEMP,℃,2024-01-13,18.1
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,7.5
11,士林,1,二氧化硫,SO2,ppb,2024-01-13,1.3
11,士林,2,一氧化碳,CO,ppm,2024-01-13,0.19
11,士林,3,臭氧,O3,ppb,2024-01-13,38.2
11,士林,4,懸浮微粒,PM10,μg/m3,2024-01-13,10
11,士林,5,氮氧化物,NOx,ppb,2024-01-13,9.9
11,士林,6,一氧化氮,NO,ppb,2024-01-13,1.2
11,士林,7,二氧化氮,NO2,ppb,2024-01-13,8.7
11,士林,10,風速,WIND_SPEED,m/sec,2024-01-13,1.7
11,士林,14,溫度,AMB_TEMP,℃,2024-01-13,19.8
11,士林,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,3.8
11,士林,38,相對濕度,RH,%,2024-01-13,57
11,士林,143,小時風速值,WS_HR,m/sec,2024-01-13,0.9
12,中山,1,二氧化硫,SO2,ppb,2024-01-13,1.3
12,中山,2,一氧化碳,CO,ppm,2024-01-13,0.36
12,中山,3,臭氧,O3,ppb,2024-01-13,26
12,中山,4,懸浮微粒,PM10,μg/m3,2024-01-13,15
12,中山,5,氮氧化物,NOx,ppb,2024-01-13,22.2
12,中山,6,一氧化氮,NO,ppb,2024-01-13,4.2
12,中山,7,二氧化氮,NO2,ppb,2024-01-13,18
12,中山,8,總碳氫化物,THC,ppm,2024-01-13,2.27
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.07
12,中山,10,風速,WIND_SPEED,m/sec,2024-01-13,1.5
12,中山,14,溫度,AMB_TEMP,℃,2024-01-13,19.5
12,中山,31,甲烷,CH4,ppm,2024-01-13,2.2
12,中山,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,6.9
12,中山,38,相對濕度,RH,%,2024-01-13,61
12,中山,143,小時風速值,WS_HR,m/sec,2024-01-13,1.2
13,萬華,1,二氧化硫,SO2,ppb,2024-01-13,2.4
13,萬華,2,一氧化碳,CO,ppm,2024-01-13,0.31
13,萬華,3,臭氧,O3,ppb,2024-01-13,28.1
13,萬華,4,懸浮微粒,PM10,μg/m3,2024-01-13,13
13,萬華,5,氮氧化物,NOx,ppb,2024-01-13,20.3
13,萬華,6,一氧化氮,NO,ppb,2024-01-13,2.6
13,萬華,7,二氧化氮,NO2,ppb,2024-01-13,17.6
13,萬華,8,總碳氫化物,THC,ppm,2024-01-13,2.38
13,萬華,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.09
13,萬華,10,風速,WIND_SPEED,m/sec,2024-01-13,2.2
13,萬華,14,溫度,AMB_TEMP,℃,2024-01-13,19
13,萬華,31,甲烷,CH4,ppm,2024-01-13,2.27
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,8.6
13,萬華,38,相對濕度,RH,%,2024-01-13,62
13,萬華,143,小時風速值,WS_HR,m/sec,2024-01-13,1.9
14,古亭,1,二氧化硫,SO2,ppb,2024-01-13,1.1
14,古亭,2,一氧化碳,CO,ppm,2024-01-13,0.23
14,古亭,3,臭氧,O3,ppb,2024-01-13,30.8
14,古亭,4,懸浮微粒,PM10,μg/m3,2024-01-13,11
14,古亭,5,氮氧化物,NOx,ppb,2024-01-13,11.3
14,古亭,6,一氧化氮,NO,ppb,2024-01-13,1.8
14,古亭,7,二氧化氮,NO2,ppb,2024-01-13,9.4
14,古亭,8,總碳氫化物,THC,ppm,2024-01-13,2.12
14,古亭,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.05
14,古亭,10,風速,WIND_SPEED,m/sec,2024-01-13,1.9
14,古亭,14,溫度,AMB_TEMP,℃,2024-01-13,18.5
14,古亭,31,甲烷,CH4,ppm,2024-01-13,2.06
14,古亭,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,6.7
14,古亭,38,相對濕度,RH,%,2024-01-13,65
14,古亭,143,小時風速值,WS_HR,m/sec,2024-01-13,1.4
15,松山,1,二氧化硫,SO2,ppb,2024-01-13,0.8
15,松山,2,一氧化碳,CO,ppm,2024-01-13,0.23
15,松山,3,臭氧,O3,ppb,2024-01-13,27.3
15,松山,4,懸浮微粒,PM10,μg/m3,2024-01-13,13
15,松山,5,氮氧化物,NOx,ppb,2024-01-13,15.2
15,松山,6,一氧化氮,NO,ppb,2024-01-13,2
15,松山,7,二氧化氮,NO2,ppb,2024-01-13,13.1
15,松山,8,總碳氫化物,THC,ppm,2024-01-13,2.12
15,松山,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.06
15,松山,10,風速,WIND_SPEED,m/sec,2024-01-13,1.7
15,松山,14,溫度,AMB_TEMP,℃,2024-01-13,18.3
15,松山,31,甲烷,CH4,ppm,2024-01-13,2.06
15,松山,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,9
15,松山,38,相對濕度,RH,%,2024-01-13,66
15,松山,143,小時風速值,WS_HR,m/sec,2024-01-13,1.3
16,大同,1,二氧化硫,SO2,ppb,2024-01-13,1.1
16,大同,2,一氧化碳,CO,ppm,2024-01-13,0.53
16,大同,3,臭氧,O3,ppb,2024-01-13,18.4
16,大同,4,懸浮微粒,PM10,μg/m3,2024-01-13,18
16,大同,5,氮氧化物,NOx,ppb,2024-01-13,38.8
16,大同,6,一氧化氮,NO,ppb,2024-01-13,12.8
16,大同,7,二氧化氮,NO2,ppb,2024-01-13,25.9
16,大同,8,總碳氫化物,THC,ppm,2024-01-13,2.36
16,大同,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.18
16,大同,10,風速,WIND_SPEED,m/sec,2024-01-13,
16,大同,14,溫度,AMB_TEMP,℃,2024-01-13,
16,大同,31,甲烷,CH4,ppm,2024-01-13,2.18
16,大同,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,11.7
16,大同,38,相對濕度,RH,%,2024-01-13,66
16,大同,143,小時風速值,WS_HR,m/sec,2024-01-13,
17,桃園,1,二氧化硫,SO2,ppb,2024-01-13,1.9
17,桃園,2,一氧化碳,CO,ppm,2024-01-13,0.31
17,桃園,3,臭氧,O3,ppb,2024-01-13,30.6
17,桃園,4,懸浮微粒,PM10,μg/m3,2024-01-13,15
17,桃園,5,氮氧化物,NOx,ppb,2024-01-13,15.1
17,桃園,6,一氧化氮,NO,ppb,2024-01-13,2.1
17,桃園,7,二氧化氮,NO2,ppb,2024-01-13,13
17,桃園,8,總碳氫化物,THC,ppm,2024-01-13,2.21
17,桃園,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.1
17,桃園,10,風速,WIND_SPEED,m/sec,2024-01-13,2.1
17,桃園,14,溫度,AMB_TEMP,℃,2024-01-13,17.9
17,桃園,31,甲烷,CH4,ppm,2024-01-13,2.1
17,桃園,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,8.5
17,桃園,38,相對濕度,RH,%,2024-01-13,66
17,桃園,143,小時風速值,WS_HR,m/sec,2024-01-13,1.8
18,大園,1,二氧化硫,SO2,ppb,2024-01-13,1.7
18,大園,2,一氧化碳,CO,ppm,2024-01-13,0.26
18,大園,3,臭氧,O3,ppb,2024-01-13,27.5
18,大園,4,懸浮微粒,PM10,μg/m3,2024-01-13,18
18,大園,5,氮氧化物,NOx,ppb,2024-01-13,22.6
18,大園,6,一氧化氮,NO,ppb,2024-01-13,3
18,大園,7,二氧化氮,NO2,ppb,2024-01-13,19.5
18,大園,10,風速,WIND_SPEED,m/sec,2024-01-13,3.4
18,大園,14,溫度,AMB_TEMP,℃,2024-01-13,18.6
18,大園,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,9.9
18,大園,38,相對濕度,RH,%,2024-01-13,63
18,大園,143,小時風速值,WS_HR,m/sec,2024-01-13,3
19,觀音,1,二氧化硫,SO2,ppb,2024-01-13,1
19,觀音,2,一氧化碳,CO,ppm,2024-01-13,0.23
19,觀音,3,臭氧,O3,ppb,2024-01-13,28.5
19,觀音,4,懸浮微粒,PM10,μg/m3,2024-01-13,26
19,觀音,5,氮氧化物,NOx,ppb,2024-01-13,16.1
19,觀音,6,一氧化氮,NO,ppb,2024-01-13,1.7
19,觀音,7,二氧化氮,NO2,ppb,2024-01-13,14.2
19,觀音,10,風速,WIND_SPEED,m/sec,2024-01-13,3.7
19,觀音,14,溫度,AMB_TEMP,℃,2024-01-13,18
19,觀音,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,12.6
19,觀音,38,相對濕度,RH,%,2024-01-13,71
19,觀音,143,小時風速值,WS_HR,m/sec,2024-01-13,3.4
20,平鎮,1,二氧化硫,SO2,ppb,2024-01-13,0.9
20,平鎮,2,一氧化碳,CO,ppm,2024-01-13,0.33
20,平鎮,3,臭氧,O3,ppb,2024-01-13,31.4
20,平鎮,4,懸浮微粒,PM10,μg/m3,2024-01-13,13
20,平鎮,5,氮氧化物,NOx,ppb,2024-01-13,14.2
20,平鎮,6,一氧化氮,NO,ppb,2024-01-13,2.2
20,平鎮,7,二氧化氮,NO2,ppb,2024-01-13,11.9
20,平鎮,10,風速,WIND_SPEED,m/sec,2024-01-13,2.5
20,平鎮,14,溫度,AMB_TEMP,℃,2024-01-13,18.1
20,平鎮,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,9.5
20,平鎮,38,相對濕度,RH,%,2024-01-13,61
20,平鎮,143,小時風速值,WS_HR,m/sec,2024-01-13,2.2
21,龍潭,1,二氧化硫,SO2,ppb,2024-01-13,0.8
21,龍潭,2,一氧化碳,CO,ppm,2024-01-13,0.27
21,龍潭,3,臭氧,O3,ppb,2024-01-13,28.9
21,龍潭,4,懸浮微粒,PM10,μg/m3,2024-01-13,13
21,龍潭,5,氮氧化物,NOx,ppb,2024-01-13,16.5
21,龍潭,6,一氧化氮,NO,ppb,2024-01-13,2.5
21,龍潭,7,二氧化氮,NO2,ppb,2024-01-13,13.9
21,龍潭,10,風速,WIND_SPEED,m/sec,2024-01-13,2.7
21,龍潭,14,溫度,AMB_TEMP,℃,2024-01-13,16.5
21,龍潭,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,9.5
21,龍潭,38,相對濕度,RH,%,2024-01-13,66
21,龍潭,143,小時風速值,WS_HR,m/sec,2024-01-13,2.6
22,湖口,1,二氧化硫,SO2,ppb,2024-01-13,0.7
22,湖口,2,一氧化碳,CO,ppm,2024-01-13,0.24
22,湖口,3,臭氧,O3,ppb,2024-01-13,35.2
22,湖口,4,懸浮微粒,PM10,μg/m3,2024-01-13,16
22,湖口,5,氮氧化物,NOx,ppb,2024-01-13,10.9
22,湖口,6,一氧化氮,NO,ppb,2024-01-13,1.7
22,湖口,7,二氧化氮,NO2,ppb,2024-01-13,9.1
22,湖口,10,風速,WIND_SPEED,m/sec,2024-01-13,3.3
22,湖口,14,溫度,AMB_TEMP,℃,2024-01-13,18.3
22,湖口,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,10.2
22,湖口,38,相對濕度,RH,%,2024-01-13,63
22,湖口,143,小時風速值,WS_HR,m/sec,2024-01-13,3.1
23,竹東,1,二氧化硫,SO2,ppb,2024-01-13,0.7
23,竹東,2,一氧化碳,CO,ppm,2024-01-13,0.24
23,竹東,3,臭氧,O3,ppb,2024-01-13,30.6
23,竹東,4,懸浮微粒,PM10,μg/m3,2024-01-13,14
23,竹東,5,氮氧化物,NOx,ppb,2024-01-13,8.4
23,竹東,6,一氧化氮,NO,ppb,2024-01-13,1.1
23,竹東,7,二氧化氮,NO2,ppb,2024-01-13,7.3
23,竹東,10,風速,WIND_SPEED,m/sec,2024-01-13,1
23,竹東,14,溫度,AMB_TEMP,℃,2024-01-13,17
23,竹東,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,11.1
23,竹東,38,相對濕度,RH,%,2024-01-13,57
23,竹東,143,小時風速值,WS_HR,m/sec,2024-01-13,0.8
24,新竹,1,二氧化硫,SO2,ppb,2024-01-13,1.1
24,新竹,2,一氧化碳,CO,ppm,2024-01-13,0.28
24,新竹,3,臭氧,O3,ppb,2024-01-13,32.9
24,新竹,4,懸浮微粒,PM10,μg/m3,2024-01-13,10
24,新竹,5,氮氧化物,NOx,ppb,2024-01-13,12.4
24,新竹,6,一氧化氮,NO,ppb,2024-01-13,1.6
24,新竹,7,二氧化氮,NO2,ppb,2024-01-13,10.7
24,新竹,8,總碳氫化物,THC,ppm,2024-01-13,2.1
24,新竹,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.07
24,新竹,10,風速,WIND_SPEED,m/sec,2024-01-13,0.9
24,新竹,14,溫度,AMB_TEMP,℃,2024-01-13,19
24,新竹,31,甲烷,CH4,ppm,2024-01-13,2.02
24,新竹,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,9.5
24,新竹,38,相對濕度,RH,%,2024-01-13,61
24,新竹,143,小時風速值,WS_HR,m/sec,2024-01-13,0.8
25,頭份,1,二氧化硫,SO2,ppb,2024-01-13,1.7
25,頭份,2,一氧化碳,CO,ppm,2024-01-13,0.32
25,頭份,3,臭氧,O3,ppb,2024-01-13,23.8
25,頭份,4,懸浮微粒,PM10,μg/m3,2024-01-13,22
25,頭份,5,氮氧化物,NOx,ppb,2024-01-13,15.3
25,頭份,6,一氧化氮,NO,ppb,2024-01-13,3.4
25,頭份,7,二氧化氮,NO2,ppb,2024-01-13,11.8
25,頭份,8,總碳氫化物,THC,ppm,2024-01-13,2.23
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.1
25,頭份,10,風速,WIND_SPEED,m/sec,2024-01-13,1.1
25,頭份,14,溫度,AMB_TEMP,℃,2024-01-13,17.4
25,頭份,31,甲烷,CH4,ppm,2024-01-13,2.12
25,頭份,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,13.9
25,頭份,38,相對濕度,RH,%,2024-01-13,68
25,頭份,143,小時風速值,WS_HR,m/sec,2024-01-13,0.9
26,苗栗,1,二氧化硫,SO2,ppb,2024-01-13,1.8
26,苗栗,2,一氧化碳,CO,ppm,2024-01-13,0.36
26,苗栗,3,臭氧,O3,ppb,2024-01-13,20.6
26,苗栗,4,懸浮微粒,PM10,μg/m3,2024-01-13,28
26,苗栗,5,氮氧化物,NOx,ppb,2024-01-13,20.1
26,苗栗,6,一氧化氮,NO,ppb,2024-01-13,4.4
26,苗栗,7,二氧化氮,NO2,ppb,2024-01-13,15.6
26,苗栗,10,風速,WIND_SPEED,m/sec,2024-01-13,1.4
26,苗栗,14,溫度,AMB_TEMP,℃,2024-01-13,17
26,苗栗,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,14.5
26,苗栗,38,相對濕度,RH,%,2024-01-13,70
26,苗栗,143,小時風速值,WS_HR,m/sec,2024-01-13,1.1
27,三義,1,二氧化硫,SO2,ppb,2024-01-13,1
27,三義,2,一氧化碳,CO,ppm,2024-01-13,0.26
27,三義,3,臭氧,O3,ppb,2024-01-13,42.6
27,三義,4,懸浮微粒,PM10,μg/m3,2024-01-13,20
27,三義,5,氮氧化物,NOx,ppb,2024-01-13,5.6
27,三義,6,一氧化氮,NO,ppb,2024-01-13,1
27,三義,7,二氧化氮,NO2,ppb,2024-01-13,4.5
27,三義,10,風速,WIND_SPEED,m/sec,2024-01-13,1.5
27,三義,14,溫度,AMB_TEMP,℃,2024-01-13,15.4
27,三義,32,降雨強度,RAIN_INT,㎜,2024-01-13,0
27,三義,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,13
27,三義,38,相對濕度,RH,%,2024-01-13,73
27,三義,143,小時風速值,WS_HR,m/sec,2024-01-13,1.5
28,豐原,1,二氧化硫,SO2,ppb,2024-01-13,2.2
28,豐原,2,一氧化碳,CO,ppm,2024-01-13,0.36
28,豐原,3,臭氧,O3,ppb,2024-01-13,41.2
28,豐原,4,懸浮微粒,PM10,μg/m3,2024-01-13,28
28,豐原,5,氮氧化物,NOx,ppb,2024-01-13,11.9
28,豐原,6,一氧化氮,NO,ppb,2024-01-13,1.8
28,豐原,7,二氧化氮,NO2,ppb,2024-01-13,10
28,豐原,8,總碳氫化物,THC,ppm,2024-01-13,2.12
28,豐原,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.08
28,豐原,10,風速,WIND_SPEED,m/sec,2024-01-13,0.3
28,豐原,14,溫度,AMB_TEMP,℃,2024-01-13,17.1
28,豐原,31,甲烷,CH4,ppm,2024-01-13,2.02
28,豐原,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,20.2
28,豐原,38,相對濕度,RH,%,2024-01-13,63
28,豐原,143,小時風速值,WS_HR,m/sec,2024-01-13,0.3
29,沙鹿,1,二氧化硫,SO2,ppb,2024-01-13,1.6
29,沙鹿,2,一氧化碳,CO,ppm,2024-01-13,0.37
29,沙鹿,3,臭氧,O3,ppb,2024-01-13,30.8
29,沙鹿,4,懸浮微粒,PM10,μg/m3,2024-01-13,37
29,沙鹿,5,氮氧化物,NOx,ppb,2024-01-13,18.1
29,沙鹿,6,一氧化氮,NO,ppb,2024-01-13,1.8
29,沙鹿,7,二氧化氮,NO2,ppb,2024-01-13,16.3
29,沙鹿,10,風速,WIND_SPEED,m/sec,2024-01-13,1.6
29,沙鹿,14,溫度,AMB_TEMP,℃,2024-01-13,18.2
29,沙鹿,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,19.9
29,沙鹿,38,相對濕度,RH,%,2024-01-13,67
29,沙鹿,143,小時風速值,WS_HR,m/sec,2024-01-13,0.8
30,大里,1,二氧化硫,SO2,ppb,2024-01-13,1.5
30,大里,2,一氧化碳,CO,ppm,2024-01-13,0.52
30,大里,3,臭氧,O3,ppb,2024-01-13,26
30,大里,4,懸浮微粒,PM10,μg/m3,2024-01-13,36
30,大里,5,氮氧化物,NOx,ppb,2024-01-13,21
30,大里,6,一氧化氮,NO,ppb,2024-01-13,2.7
30,大里,7,二氧化氮,NO2,ppb,2024-01-13,18.2
30,大里,8,總碳氫化物,THC,ppm,2024-01-13,2.5
30,大里,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.2
30,大里,10,風速,WIND_SPEED,m/sec,2024-01-13,1
30,大里,14,溫度,AMB_TEMP,℃,2024-01-13,18.5
30,大里,31,甲烷,CH4,ppm,2024-01-13,2.29
30,大里,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,24.1
30,大里,38,相對濕度,RH,%,2024-01-13,70
30,大里,143,小時風速值,WS_HR,m/sec,2024-01-13,0.7
31,忠明,1,二氧化硫,SO2,ppb,2024-01-13,1.6
31,忠明,2,一氧化碳,CO,ppm,2024-01-13,0.53
31,忠明,3,臭氧,O3,ppb,2024-01-13,24.2
31,忠明,4,懸浮微粒,PM10,μg/m3,2024-01-13,38
31,忠明,5,氮氧化物,NOx,ppb,2024-01-13,30.9
31,忠明,6,一氧化氮,NO,ppb,2024-01-13,5.5
31,忠明,7,二氧化氮,NO2,ppb,2024-01-13,25.3
31,忠明,8,總碳氫化物,THC,ppm,2024-01-13,2.43
31,忠明,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.2
31,忠明,10,風速,WIND_SPEED,m/sec,2024-01-13,0.7
31,忠明,14,溫度,AMB_TEMP,℃,2024-01-13,19
31,忠明,31,甲烷,CH4,ppm,2024-01-13,2.23
31,忠明,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,25.5
31,忠明,38,相對濕度,RH,%,2024-01-13,70
31,忠明,143,小時風速值,WS_HR,m/sec,2024-01-13,0.4
32,西屯,1,二氧化硫,SO2,ppb,2024-01-13,1.3
32,西屯,2,一氧化碳,CO,ppm,2024-01-13,0.44
32,西屯,3,臭氧,O3,ppb,2024-01-13,25.2
32,西屯,4,懸浮微粒,PM10,μg/m3,2024-01-13,36
32,西屯,5,氮氧化物,NOx,ppb,2024-01-13,27.7
32,西屯,6,一氧化氮,NO,ppb,2024-01-13,6.3
32,西屯,7,二氧化氮,NO2,ppb,2024-01-13,21.3
32,西屯,8,總碳氫化物,THC,ppm,2024-01-13,2.37
32,西屯,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.17
32,西屯,10,風速,WIND_SPEED,m/sec,2024-01-13,1.2
32,西屯,14,溫度,AMB_TEMP,℃,2024-01-13,17.6
32,西屯,31,甲烷,CH4,ppm,2024-01-13,2.19
32,西屯,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,25.9
32,西屯,38,相對濕度,RH,%,2024-01-13,75
32,西屯,143,小時風速值,WS_HR,m/sec,2024-01-13,0.9
33,彰化,1,二氧化硫,SO2,ppb,2024-01-13,2.5
33,彰化,2,一氧化碳,CO,ppm,2024-01-13,0.42
33,彰化,3,臭氧,O3,ppb,2024-01-13,32.1
33,彰化,4,懸浮微粒,PM10,μg/m3,2024-01-13,38
33,彰化,5,氮氧化物,NOx,ppb,2024-01-13,15.5
33,彰化,6,一氧化氮,NO,ppb,2024-01-13,1.1
33,彰化,7,二氧化氮,NO2,ppb,2024-01-13,14.4
33,彰化,8,總碳氫化物,THC,ppm,2024-01-13,2.36
33,彰化,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.15
33,彰化,10,風速,WIND_SPEED,m/sec,2024-01-13,1.2
33,彰化,14,溫度,AMB_TEMP,℃,2024-01-13,19.3
33,彰化,31,甲烷,CH4,ppm,2024-01-13,2.2
33,彰化,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,23.5
33,彰化,38,相對濕度,RH,%,2024-01-13,68
33,彰化,143,小時風速值,WS_HR,m/sec,2024-01-13,0.9
34,線西,1,二氧化硫,SO2,ppb,2024-01-13,2.7
34,線西,2,一氧化碳,CO,ppm,2024-01-13,0.41
34,線西,3,臭氧,O3,ppb,2024-01-13,21.4
34,線西,4,懸浮微粒,PM10,μg/m3,2024-01-13,44
34,線西,5,氮氧化物,NOx,ppb,2024-01-13,21.8
34,線西,6,一氧化氮,NO,ppb,2024-01-13,3.5
34,線西,7,二氧化氮,NO2,ppb,2024-01-13,18.1
34,線西,8,總碳氫化物,THC,ppm,2024-01-13,2.29
34,線西,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.18
34,線西,10,風速,WIND_SPEED,m/sec,2024-01-13,2.4
34,線西,14,溫度,AMB_TEMP,℃,2024-01-13,17.9
34,線西,31,甲烷,CH4,ppm,2024-01-13,2.12
34,線西,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,20.9
34,線西,38,相對濕度,RH,%,2024-01-13,73
34,線西,143,小時風速值,WS_HR,m/sec,2024-01-13,2.3
35,二林,1,二氧化硫,SO2,ppb,2024-01-13,2.2
35,二林,2,一氧化碳,CO,ppm,2024-01-13,0.35
35,二林,3,臭氧,O3,ppb,2024-01-13,30.3
35,二林,4,懸浮微粒,PM10,μg/m3,2024-01-13,49
35,二林,5,氮氧化物,NOx,ppb,2024-01-13,13
35,二林,6,一氧化氮,NO,ppb,2024-01-13,1.3
35,二林,7,二氧化氮,NO2,ppb,2024-01-13,11.6
35,二林,8,總碳氫化物,THC,ppm,2024-01-13,2.31
35,二林,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.11
35,二林,10,風速,WIND_SPEED,m/sec,2024-01-13,2
35,二林,14,溫度,AMB_TEMP,℃,2024-01-13,17.7
35,二林,31,甲烷,CH4,ppm,2024-01-13,2.21
35,二林,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,26.8
35,二林,38,相對濕度,RH,%,2024-01-13,76
35,二林,143,小時風速值,WS_HR,m/sec,2024-01-13,1.7
36,南投,1,二氧化硫,SO2,ppb,2024-01-13,0.9
36,南投,2,一氧化碳,CO,ppm,2024-01-13,0.39
36,南投,3,臭氧,O3,ppb,2024-01-13,32.4
36,南投,4,懸浮微粒,PM10,μg/m3,2024-01-13,38
36,南投,5,氮氧化物,NOx,ppb,2024-01-13,11.4
36,南投,6,一氧化氮,NO,ppb,2024-01-13,1.4
36,南投,7,二氧化氮,NO2,ppb,2024-01-13,9.9
36,南投,8,總碳氫化物,THC,ppm,2024-01-13,2.18
36,南投,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-13,0.09
36,南投,10,風速,WIND_SPEED,m/sec,2024-01-13,1
36,南投,14,溫度,AMB_TEMP,℃,2024-01-13,18.2
36,南投,31,甲烷,CH4,ppm,2024-01-13,2.09
36,南投,33,細懸浮微粒,PM2.5,μg/m3,2024-01-13,26
36,南投,38,相對濕度,RH,%,2024-01-13,71
